Column1,Positive_Reviews,Negative_Reviews
2826,"Visit cinnamon cafe buffet dinner wz family celebrate birthday. choices food fantastic fresh compared wz many 5 star hotels klang valley, love Wagyu steak first time saw Kampachi sashimi serving buffet ( Kampachi fish expensive ) service overall great staff attentive too.",null
2827,Beautiful big place buffet Thanks Kenneth good service friendly Many Malaysia style foods...hopefully add drinks...ice-cream really delicious...real blueberry fruit ingredient...food Fresh,null
2828,"first visit enjoy buffet dinner everyone fantastic experience. unlimited supply premium ingredients, elegant refined dining environment, exceptional service attitude made great experience.",null
2829,"Love seafoods rock, seafoods fresh refill time. Wagyu & lamb taste good cook upon order. Sashimi & sushi also fresh cut upon order. Love desserts alot variety.",null
2830,"One best buffet klang valley! Sea meat buffet, good selections , nice ambience great services! buffet start 6.30pm till 10:30pm. snow crab, fresh oyster, Wagyu beef, beef Wellington Chinese food , Malay Kndian food! Dessert also one best! Highly recommended!",null
2831,"dining experience gastronomic adventure. lobster bisque velvety indulgent, true testament chef's skill. set bar high rest meal. main course, Moroccan tagine, fragrant masterpiece. tender lamb, stewed medley aromatic spices, burst North African flavors. Paired fluffy couscous, captivating journey senses. Vegetarians would find delight butternut squash ravioli. delicate parcel filled luscious blend squash sage, drizzled brown butter sauce added nutty richness. Dessert delightful surprise. tiramisu ethereal, layers coffee-soaked ladyfingers mascarpone cheese, perfectly balanced sweetness. attentive service cozy ambiance elevated experience. restaurant culinary gem showcases diverse range flavors, leaving lasting impression culinary excellence.",null
2832,"Service overall improve. Host table service good however one guest table bad service. Served inexperience server, guests accidentally spill water table, server anything, requests tissue server said tissue, ask wipe server went missing. comes food serving, serve half table, half takes long serve. Overall service alright, due wedding dinner therefore service good attentive simply hiring newbies transfer staff another department",null
2833,"IÃÂm back Hotel family, staying number occasions. IÃÂm Hotel staying Junior Suite spending 3 nights five star Hotel facing Petronas twin tower. IÃÂm glad back Hotel make realised truly amazing Hotel beat likes Shangri-La renowned hotel brands. say this? 1. suite big 2. Peridot lounge better quality varieties food 3. recently renovated Cinnamon Cafe excellent value money. definitely beat buffet breakfast (very limited spread) recent stay KLCC. 4. staff Peridot GM, Mr. Alvin, look guests. Well done team One World hotel.",null
2834,"great hotel staff helpful friendly. Housekeeping well done. issue free movies, showing movie since years ago. update new movies ?? quite disappointing part.??",null
2836,"event back March must say trio Din, Sobuj Shakil went extra mile ensure everything order event. Overall, great experience One World Hotel.",null
2837,"hotel great. Room facilities clean, Beds comfortable. Location great. Totally worth paying price room. One Utama shopping centre connected hotel. Lots eateries",null
2838,"first event back 2011 Grand Ballroom Corporate Gala Dinner. Fast forward last August chance work One World Hotel Client's Experience Day. individuals worked closely pre event day would like name here: Sales Team = Ms. Cony Ms. Poon. Banquet (Meetings & Gala Dinner) = Mukmin, Joe, Jack, Mizi, Mahin, Kalai, Logan, Zukie, Lawrence, Naim Iskandar. may remember names onsite support, service, delivery attentiveness never fail us Event / MICE Agency point view. THANK YOU!",null
2839,"Association celebrated Anniversary Dinner One World Hotel 2.9.2023 glad say team hotel shown much professionalism handling event. Special thanks Kenneth, Azizan, Zukie, Joe, Lawrence, Din, Nafi, Daniel whole Banquet team. Also, big thanks sales team ÃÂ Darren Chuah always keeping us updated accommodating last min requests. one issue take note Ante 1,2,3 bad smell. Probably rooms always closed needs aired. One World Hotel always go hotel comes events sure look forward celebrating events there. Thank keep good work. Cheers!",null
2840,"Great luxury hotel & excellent location connected major shopping mall. hotel reception welcoming & accommodating. Hotel staff welcoming & attentive, porters coming forth offer help luggage. location fantastic connected One Utama Shopping Mall, MRT line connected well. Rooms well appreciated, spacious, clean, trappings good 5 star including slippers, good toiletries, shopping bag, etc. connected shopping huge bonus. definitely stay",null
2841,"mentioning pros others so, going focus cons encounter. view outside hotel window impressive spectaculars.. prefer medium hard pillow mattress liking mattress pillow soft, whenever someone toss turn bed could definitely feel it. someone sensitive motion, easily fall dizzy due this. get good rest all. shampoo bath shower bubbles all, feel like get good shower all. Since prefer lots bubbles bath. breakfast buffet OK, got tired second day likely food.",null
2842,"Upon arrival One World Hotel Aug 8, expectations quickly diminished. bewildered when, despite confirmation 3 rooms printed two days prior, told 2 cancelled system back July. Moreover, email notification cancellation, website issues prevented accessing account. response hotel's management lackluster. offered solutions felt like reluctant attempts genuine efforts make things right. add insult injury, eventually handed room card, done silently, without apology even simple ""have nice stay"". general demeanor staff left much desired. Many passed guests without acknowledgment, exhibited outright rudeness. checking out, ignored staff member, also witnessed two staff members publicly berating colleague. One World may claim five-star hotel, service begs differ. True hospitality goes beyond infrastructure; itÃÂs gestures, courtesy, warmth. seeking genuine five-star experience KL, I'd suggest looking elsewhere. stay One World certainly last.",null
2843,"Pros: large rooms, solid breakfast, well connected malls lots shops, cinemas eateries, ample parking, friendly staff, good firm bed, connected train station Cons: slightly dated room (nothing worry about) biggest peeve - painfully slow wifi internet (see screen grab run speed tests), canÃÂt even get good data connection several telco providers need good internet connections, avoid here.",null
2844,"hotel well maintained even though opened quite time already. rooms spacious clean. buffer breakfast excellent selection food. servers helpful polite too. hotel connected One Utama shopping mall, convenient find food shop.",null
2845,Room well prepared. welcome fruit basket pleasant renewed one world club membership. Dining nice Cinnamon Coffee House. staffs helpful efficient.,null
2846,building One Utama shopping center makes super convenient stay especially visitor KL. Room spacious main drawbacks room doors slam upon closing itÃÂs irritating esp itÃÂs middle night (unsure management doesnÃÂt want put something slow closing room door). Sound proofing good could hear children playing upstairs via running sound. stayed 18th floor hardly views outside surrounded office buildings.,null
2847,"Excellent experience stay, stuff amazing nice, responsive always helpful needs/questions. Amazing food, itÃÂs varied breakfast ever seen room spacious everything need. Thank great experience.",null
2848,"family 5 (2 adults, 2 teenagers & 1 child) stayed family suite - living room, 1 bedroom king bed 1 bedroom 2 queen beds, 2 toilets. Truly luxurious clean. joy come back room long day shopping One Utama Mall. spread buffet breakfast really good. access Peridot lounge dinner cocktails & also drinks throughout day. first stay One World definitely last!",null
2849,"Though I'm familiar One World (Utama) mal, first stay One World Hotel. lobby functional though dated today design. room nice spacious. Located next One World Mall, literally spend 2 days stay without getting complex. Mall filled eateries, shops, supermarket, department stores hardly covered one day. Cinema current shows convenient watch latest hits. Hotel equipped gym, spa, pools, one would need. One great facility complex linked mad rapid transport station travel town centre 30 minute ride.",null
2850,"Fantastic location direct connection large mall. Different things cater different ages. hotel breakfast largest spread ever seen. Staff attentive accommodating. Compliments Ms Yuen, Ms Chay Ms Nikki made special arrangements family 25 people celebrate fatherÃÂs 90th birthday.",null
2851,"Well equipped clean rooms, huge lobby. hotel two downsides: provide hotel transport sometimes takes really long time get car Grab location. space breakfasts big, selection international/Western meals breakfast impressive four star hotel.",null
2852,"big thank Ms Cony, Ms Ginny, Mr Kenneth, Mr. Jack, Mr. Lawrence, Mr. Logan, Mr. Zuki, Mr. Jeo, banquet staff, supporting team assisting us executing event. grateful hospitality effort team put in!",null
2853,"There's welcoming message across television screen manager, felt important! room view, literally, stunning view gaze beautifully draped window. toiletries come typical tiny bottles. Hmmm, packed cylindrical bottles keeps aroma especially guests. towels dream, clean...white...fluffy, soft comforting. may meals (dinner/breakfast) Cinnamon Coffee House, staff well mannered accommodating. go see yourself, please. Free time hands? Take walk 1Utama shopping complex.........the world shopping beckon ...hold tight wallets! walking walking mall, come back cool long drink hotel's Lounge, go room comfort says, REST ENJOY!",null
2855,"Great hotel, centrally located within shopping centre extensive food outlet. Rooms comfortable, nice necessary mod cons! Close nearby hawker stalls Grab extensive food options available within shopping complex impressive Would stay",null
2856,Went stay cation returning family members Australia 26/3 29/3 2023. reservation informed sil celebrating birthday 26th. Kudos hotel team took extra efforts make memorable beautiful touches room including rose covered bath. Rooms clean spacious queen sized twin beds. Housekeepers floor friendly helpful. hotel connected mall definitely plus point making convenient meet family friends eateries shops close by. Gym well equipped maintained likes work out. Thank Cynthia hotel team making memorable stay recommending others.,null
2857,"One Global Network (OGN) inauguration first whole day conference, buffet lunch Gala Dinner held 30th March 2023 Tulip Room. PIC, Ms. Nikki supporting team helpful make event perfect setup fulfil requirements us. One best event could said area hotel 2 shopping mall attached. Food great awesome many variety. Love much.",null
2858,great always. family loves return hotel warmed home coming dedicated team hard working people start doorman reception room service remember name. great usual. newly opened restaurant breakfast nice. I'll definitely recommend hotel friends associates.,null
2859,"usual, preferred choice stay. frendly, professional helpful staff. Comfortable clean room. Excellent hotel location direct access shopping eateries offering great variety food options. One feels safe presence security personnel.",null
2860,"Mr Zukie excellent job. Well handle whole event. ThereÃÂs projector mulfunction time event. Anyway, Thanks Amirul, Azizan, Lawrance, Jack, Daniel, Naim BQT team well. Thanks excellent hospitality.",null
2861,"Hospitality one best encountered, specially Nikki Shahmirul. helped us every way possible make event smooth. glad Azizan, Miru, Joe, Naim, Shabir, Taidor, Hanin Wan help us event well. Food great feedback clients. Everyone satisfied, thank one world.",null
2862,"Captain Mirul, Joe, Azizan Team member Naim, Wan, Shabuj, Taidor Habib. Special Thanks Mirul & Joe. ?? Lucky Good staff Mirul Joe. Thank team wonderful support.",null
2863,"2nd visit hotel, comfortable stay Aside well appointed spacious rooms, hotel amenities ; easy access abundance eateries adjacent Mall. sprawling renovated Cinammon restaurant basement impressive(perhaps sprawling); & breakfast buffet extensive good. Overall service good attentive, including concierge staff Convenient location avoiding heavy traffic congestion downtown KL (yet 35 mins away). complaint gym could better range equipment. Highly recommended",null
2864,"Connected One Utama mall, convenient shoppings especially small kids. rooms good, clean delight, twin (single) bed got big enough accomodate least 2 people one bed. breakfast memoriable me. like place, like options offered fact, right actually plan come back experience another buffet here. bummer basement parking confusing. wasnt one, cars problem following direction provided. valet service, opt too. Overall, one hotels consider.",null
2865,Nice hotel subourd Kuala Lumpur. Easy enter Kuala Lumpur MRT close. Food entertainment besides Hotel .For convenience stay compare city center.,null
2866,"wonderful pleasant stay One World hotel. want thank hotel staff friendliness, helpful excellent service. smooth early check-in, spacious cleanliness room great breakfast buffet. Value money highly recommended.",null
2867,Nice spot attached large mall. Rooms spacious bed comfortable. Breakfast buffet enormous food often cold. Spent four days never changed lone issue order breakfast vs taking dishes. Staff great lobby bar good place relax grab quick bite eat. Used site spa good great value.,null
2868,"all-time fave spot quick getaway town! Good location, next great malls, super service, nice rooms, lavish buffet breakfast spread. Everything smells great. they've even added Chromecast AirPlay. perfect stay!",null
2869,"amazing experience. stayed 8 nights expecting much. However, amaze staffs great, services wonderful location awesome. Close convenient travel around town. 2 thumbs Los Angeles, California. sure recommend friends.",null
2870,"looked Din, Misul, Sobuj, Shakil morning afternoon breaks week long meeting. professional organised well accommodating changes timings Keep good work",null
2871,"Oldham Rugby Dinner (Zukie, Din, Nafi, BQT Team) Well organised. Good choice event. Excellent services, helpful patience staffs. Well done! Everyone enjoy. event went wonderful pleasure experience.",null
2872,"Thank Chuah & Nikki helpful arrangements! Special thanks Zukie, Azizan, Joe, Lawrence, Iskandar & banquet team wonderful assistance make company CNY dinner successful memorable one! helpful team even last minute changes ??",null
2873,"great experience one world hotel. staffs helpful friendly, services, cleanliness excellent! lost parking ticket staff help get new one. responsive n helpful! Highly recommended !",null
2874,"long overdue review, attended work conference Jan 2022 (did stay). requested use nursing room conference & kindly assisted Ms Jesslyn helped arranged comfortable waiting room use. came complete w sink & washroom. review thank Ms Jesslyn & also Ms Cony assisted day. Great hospitality & thank accomodating request!",null
2875,"recent stay One World quick check process, much appreciated long day travel. room clean bathroom excellent condition. One best features hotel convenient access mall. made easy run errands shopping stay. staff hotel also friendly helpful. Overall, great experience hotel would definitely stay future.",null
2876,"Best place stay KL. Hotel recognised Ipreferred membership status. responsive great General Manager looking stay. Hotel next great mall shopping. definitely stay again. Thank Alvin, General Manager, looking us.",null
2877,"say One World Hotel? hotel perfectly located meet business associates, family friends conveniently adjoining hugely popular One Utama shopping complex . room clean spacious; staff Reception Concierge polite helpful. would like thank Saiful F&B amazing courteous help dietary requirements stay. Also thanks Faddil Reservations quick responses various enquiries. all, could asked more. comfortable stay.",null
2878,"really love place, Africa Nigeria, really enjoyed meals. Room services excellent. Right entrance reception, staff friendly. See guys again.",null
2879,"hotel particular punctual. told us come 3pm room ready then. arrived, room ready, toilet bowl poop stains need ask housekeeping wash make clean again, could done guests check in. Since hustles room late check in, wanted us late check out. Earlier, told busy guests checked late. might safest reason could give guests incompetence getting room ready next guests. So, saying, went reception breakfast, wanted request late check out. However, attended Shukri, rude me. Trying negotiated time checked late yesterday, grant us late check however, impression gave us, left us heartache. 5 star hotel 0 star softskill staff. really happy. came staycation suite room last. room clean, staff friendly. really ideal me. However, staff coffee house Chinese restaurants best.They hire people like that.",null
2880,"company first annual dinner one world hotel accommodating. Despite large group, gave us 2 rooms space move around. Ms Rui Rou sales team attentive responsive questions requests. event day, crew helped food AV also friendly professional. Everything set place time. food average variety plenty guests indulge in. Overall good experience holding event here. Thank One World Hotel.",null
2881,arrived hotel 11+ got pleasant surprise got early check-in noon although already queue time. Room spacious 2 queen size beds cleanliness top notch. stayed 4 nights daily housekeeping awesome throughout stay. Swimming pool clear there's even slide kids' pool. Breakfast spread good good variety food options. Staff efficient get us table. Felt safe park car hotel carpark. Hotel connected 1 Utama mall super convenient shopping dining. happy stay One World Hotel can't wait back next holiday.,null
2882,room big clean. Everything need provided stay. people friendly service good. link way mall makes easy family members get food. Suitable family elderly kids. truly enjoyed 4 nights stay hotel.,null
2883,Hotel directly connected one massive shopping centers 1 Utama Shopping Centre. Extremely convenient access lots restaurants shopping. Travelled part group sure conveniently located sight seeing not. Hotel clean zero sound proof. neighbor taking showers could heard.,null
2884,"crews (Zukie, Lawrence, Rafic, Shobuj Naim Teams) helpful friendly. Appreciated thanks teams One World Hotel understanding tolerance last minute requests.",null
2885,"seems like hotel staff even manager care guest. booked Deluxe Twin room 3 nights, featuring two queen size bed. booked type room via One World Hotel website directly specifically wanted bed setting room type. checked in, assigned Deluxe Twin room. staff tell stepped room realized Deluxe Twin. quickly called asked why, told Deluxe Twin room fully booked. Come on, already book room via website directly? fact, booked room 2 months prior arrival Nov 26. reserve room me? system ensure guest managed book room type want get room sure? biggest problem counter staff seem like wanting help solve problem, feel like kept pushing accept situation cannot anything. demanded speak manager manager never turn out. joke? Ended up, said 2nd 3rd night, able assign correct room me. throughout entire conversation, apologies, tone sincere, best all, manager even want turn speak guest? 2nd night moved ""correct room"", moment stepped room, counter staff came room told - ""Sorry sir, assigned wrong room you. need move again"". viewer reading review, think hotel deserves 5 stars rating? think certainly not, bad impression, ridiculous? One World Hotel - first time staying hotel, last time too. guys deserve 5 stars rating all. management One World Hotel, reading review, advice read only, need take action improvement changes. know certainly anything. like counter staff, receptionist manager something disappointing guest.",null
2886,"Ridiculously bad services. Booked deluxe twin room connecting rooms family end given rooms connecting deluxe twin! receptionist even attempted add one bed room free IÃÂm actually paying deluxe twin room didnÃÂt give me. insisting deluxe twin room, given room different floor rest families. safe box working. Waited technician fix safe box. Total took us hour settle room.",null
2887,August 2022 change. Peridot lounge allows children run around lounge. Great children donÃÂt mind screaming crying infants. family parents literally tipped whole plates buffet onto plates food ran 10 minutes. catering staff didnÃÂt even pretend care brought bits cheese cut fruit. Felt like preschool. Alcohol drinks used civilised affair. empty wine bottles staff able provide gin tonic without instructions. sad. Used tranquil place relax unwind. understand business needs overtake customer satisfaction case wonÃÂt returning. Stayed suite stains chair mini bar re-stocked promised. phone 3 times get laundry collected. overpriced standard hospitality offered. Would suggest alternative options need break peoples children. hope child screaming donut 30 minutes got desserts.,null
2888,"held corporate dinner Jr Ballroom 17 Nov. banquet team excellent! attentive, helpful meticulous. requests arranged accordingly. would say perfect! must thank team, especially Shahmirul, Joe, Nafi, Daniel, Wan Nain. forgetting Darren Sales Dept helpful responsive request. I'm sure recommend anyone wants fuzz-free perfect event, One World Banquet choice!",null
2889,"Wonderful experience hotel. leave tomorrow sad go. suite 17th floor definitely worth upgrading to. room huge spacious family 5. made experience best nice every one worked here. people breakfast buffet outstanding nice kids. person welcoming lobby friendly makes waiting ride feel like time passed. room cleaned usually stay hotels due valuables, would ask housekeeping new towels refills bottled water/shampoo/body wash etc whenever needed it. kind helpful. Breakfast excellent. Great options, almost everyday. seafood dinner buffet also really good. service provider could really improve guy works pool. one Thursday afternoon really helpful. asked questions, would barely acknowledge sense urgency. SECOND issue lack safety swimming pool slide. Day 2 swimming, son stepped cracked tile. cut left foot big toe. Day 4 swimming, son cut right foot toe rock INSIDE pool end slide. one cut feet. told pool attendant, barely moved. took 20 min someone come band aids son bleeding (a lot) side unable swim again. first time go clinic one came. Safety near pool important. swimming pool kids pool slide GREAT feature, great properly maintained. Still giving 5 star, hopefully addressed future kids. son 9, he's fully capable going slide alone, someone younger? Overall, would stay again. location excellent. Takes hour get airport.",null
2890,"family went buffet dinner Cinnamon Coffee House Nov 9, 2022. offered wide choice buffet various international cuisine. Japanese counter served freshest tastiest sashimi. service provided Chef, En Fayeez impressively excellent. staff, especially Encik Mohd Fardil quick service efficient well. Encik Fadzil stood helpful pleasant. even took extra effort serve us coffee ice-creams. would definitely recommend Cinnamon Coffee House friends. Last least, another staff, En Jemat friendly courteous too.",null
2891,"good service responsibility, thanks Banquet team,sales Team,kitchen Team,special delight person : Darren,Logan,Azizan, Mukmin,Joe,Taylor,Mirul. dun forget Manager,Kenneth,on last minute request",null
2892,good experience stay & function here. Banquet & technical staff helpful. Always needed help. rating 5/5 support staff. Thank much 2 dayÃÂs entertainment company guests,null
2893,big shout banquet team- Zukie Kenneth attending requests event. Thanks speedy response friendly service great help making event success!,null
2894,"Lovely experience One World Hotel.. check smooth quick, check out. staff really friendly, smiley helpful. Keep good team work! require deposit plus point many hotels this.Rooms impeccable. like carpeted. Water pressure good. bidet instead bidet spray depends one's preference this. pool 1.2 meters deep throughout kids pool got slide. slide really fast hence parents need aware try child first time it. served lemon infused water pool all, great initiative hotel. hotel linked one utama mall, train station really convenient sense. many eateries mall, shops famous brands e.g. bath body works, outside, Nike etc..",null
2895,"wedding dinner Orchid Jasmine rooms One World Hotel, entire experience fantastic. Loved dealing Poon (hotel wedding coordinator) - friendly, responsive, helpful responsible able accommodate various enquiries requests (all way event date / hour). F&B managers, operations AV team well servers professional wedding banquet thoroughly enjoyed guests (and ended right targeted time!). guests (from town) also enjoyed clean, bright, big comfortable hotel rooms, breakfast spread extensive delicious course proximity 1 Utama shopping mall appreciated all. fantastic experience, truly deserving 5 star review many international hospitality awards hotel won!",null
2896,"family favourite hotel Malaysia bi-annual tour Malaysia never complete without staying there. Pre-pandemic, family supposed check Malaysia Singapore govt decided close border. Thus first hotel rushed check open back borders hassle free travel. compliments front office associate named Azizi welcoming, polite attentive. seeing weary children, 5 hour drive, quickly got 2 rooms ready. Kudos housekeeping department always maintaining rooms clean.I always believe always appreciated service hotel. know messy nightmare 4 kids tow. Breakfast excellent always choice spread available unbelievable experience believe it. delighted teh tarik available everyday now.A huge Thank this.. Definitely first never last visiting One World. working One World Hotel PJ, please keep good work. Cheers.",null
2897,BP Annual Dinner event successful hotel's accommodating especially Kenneth Ginny. Really help lot especially last minute request. Food serve time delicious. guests happy.,null
2898,"frequent guests hotel. sure due COVID effect n lack maintenance haul long due hotel . got executive room - deluxe 2 nights ItÃÂs always great Hotel dear management pls buck 1. Water pressure really fantastic shower 2. Toilet bowl require effort flush ensure bowl cleared 3. welcome fruits looks like itÃÂs put days rejected previous guests 4. challenging mattress hard , big pillows totally appropriate sleeping 5. Sheets average quality use home away fr home getting vibes.",null
2899,"First all, really need give BIG BIG thumbs banquet & Operation team especially: Logan, Zukie, Joe, Mukmir Kenneth. given lot helps professional advice us order let event runs smooth. EO organized event, met twice (previous event Abex dinner Sept). event given instant help well attitude superb good, friendly professional. ItÃÂs really glad us along events. Besides, AV team security side also impressed us, given much professional advice keep coming checking equipment security status even r rehearsal hall. Good job really glad excellent team support us. ????",null
2900,"Overall good service. preparations done well. Satisfied great service. come again. Would like especially highlight great service Azizan, Zuki, Juhan, Iskandar BQT team!",null
2901,"Organised wedding disappointed! Zukie, Logan banquet team efficient, friendly experienced. Ms Poon also helpful coordinating/planning event. Thanks amazing work!",null
2902,"possibly one nicer hotel find petaling Jaya. staying many years decided come back experience hotel. good thing hotel location next shopping mall also MRT within walking distance. drive wonÃÂt issue move around want see attractions. Room spacious clean. Although quite long time, room doesnÃÂt look dated furniture fittings good condition. Overall comfortable stay good experience hotel. considering hotel would definitely recommend hotel good choice hotel stay. amount paid think itÃÂs value money definitely.",null
2903,"stayed hotel around 7 nights due suddenly developing Covid quarantine room. extended nights things developed, instead long reservation. mostly stayed room know services. room, comfy, nice views, etc. requested breakfast room since go eat, first day, understand request charged in-room dining. (I want argue paid it). Later days, sent room. downside long reception queues are, one person reception rude me. check-in times, long queue 10, 11 people, checking out, wanted inquire whether needed queue others well, receptionist lady yelled queue. like, ""Okay okay, going queue anyways!"" really turned this. avoided counter turn. Check-out even take 30 sec, since already paid everything, basically returning room keys.",null
2904,"convenient connected 1U mall, rooms clean breakfast lots variety choose from. morning breakfast packed space tables limited Parking exit narrow.",null
2905,"Plenty seafood selection (seafood buffet certain days). selections like noodles, indian cuisine dimsum. dessert so-so, sashimi oysters quite good! Worth price.",null
2906,"hotel live requirements 4 stars hotel, check wife's name (patricia regina) git free upgrade. moment arrive front door, greeted warmly best service thr front office. Last least, hotel connects mall, easier us go shopping back next month stay one world hotel again. Thank",null
2908,"Back four years. Stayed night meeting friends nearby. convenient attached mall, easy access Bukit Bintang area via MRT station nearby. Rooms still little dated, mold well slightly funky smell toilet area. Wifi relatively quick price reasonable.",null
2911,"stayed hotel business pre Covid times still good now. Requested bottles water soap bars close midnight gave multiple bottles bars carrier impressed. gave pillow mist spray help sleep nice touch. Breakfast good always. Mall also next door new shopping wing added. downsides: 1. shower water temperature fluctuated whenever switched rainforest shower shower head, need adjust time get temperature wanted. 2. Fingernail clippings cleared bathroom. 3. feather pillow option come back again.",null
2912,"Booked Agoda checked 4 July 2022 deluxe twin room. 2nd time staying 1st around 3 years back everything great usual. check smooth despite waiting two guest front me. check staff named Azizi nice, friendly accommodative special request. Room: room clean comfortable. Equipped plenty amenities shoe horn, shoe brush, bathrobes, shampoo, conditioner, body wash, bath bar, body lotion, body buff etc. room spacious love bed pillows comfortable. television also equipped varieties channel sports, children, movies. Gym Sauna hotel gym well equipped full body workout spacious enough 15 user time. two types sauna available find unique. includes infrared sauna (very rare among hotels been) conventional sauna. sauna clean comforting. would great management consider opening gym 24 hours guest could workout unwind night. gym also secured active guest able get hazardous swimming pool require pool attendant safety believe low hanging fruit management implement hotel hotel implementing policy apparent issue. management also consider adding steam room better equipped hotel facilities. Breakfast breakfast superb spacious enough fit great number diners. excellent varieties food indian, chinese, malay, western even japanese choices. Love fresh juice (orange, apple, watermelon) serve breakfast. would even better pineapple serve one favorite. pastries also superb lots varieties. Location: hotel situated next one largest mall (One Utama) Malaysia. Conveniently reachable hotel lobby. also train station nearby within shaded walking distance. Overall excellent place stay. 2nd time staying still great last time. Comfortable relaxing. hotel lobby even live performance every night guest chill relax. Would definitely stayed plan visit One Utama. Kindly keep great work hospitality. Hoping even greater experience next time stay here.",null
2913,"Good hotel connected 1U shopping mall. Easy shopping dinning. Executive Deluxe room renovated. spend bit book Executive Deluxe room. Executive Deluxe TWIN room 2 queen size beds accomodate 4 persons comfortably. hotel reasonably good breakfast spread, especially like fresh juice section. think price buffet breakfast RM45 nett adult 50% child. hotel good Chinese Japanese restaurant. try food hotel, would helpful make early booking especially Japanese restaurant. Overall pleasant stay hotel. unpleasant incident helpful attitude check staff.",null
2914,"Cozy easy lounging area. Great waiting staff, busy Sunday night. beef satay excellent, copious peanut satay sauce dip in. Good Ribeye T-bone. Food tad cold, Tandoori salmon barely warm, otherwise good flavour.",null
2915,"Booked 2 Deluxe Rooms mid June. Hotel facilities good good standard unfortunately let poor maintenance. Location hotel great. Located within large mall (1Utama Mall) lots food shopping. Easy connection parts Klang Valley via public transport major roads. Guest rooms : upon check-in, discovered one booked rooms missing bathroom door handle, raw wood exposed. Bathroom hook loose. Promptly fixed highlighted hotel. Toiletries provided sufficient good. rooms' carpets dirty stained. Sofas seats stained too. show endemic problem, limited single room. Beds firm numerous pillows provided. Gym : first notch equipment, well spaced good quality; many work stations free weights. Towels provided torn; looked like cleaning rag towel. Water cooler fungus mineral stains. Disgusting! (See pics). use one day, air-conditioning. Called asked switched on. (There attendant visits there). Took 3 calls 45 minutes switched on! difficult send someone simply switch air-conditioning?!?! Breakfast : good plentiful spread. Delicious local cuisine. Kudos staff. Front desk : polite helpful. Understandably, small queue form peak check-out/in periods. Hotel lot potential good facilities ties unfortunately let poor maintenance average cleanliness. understand carpets, sofas, linen wear stained. need changed regularly, especially hotel billed 5-star hotel corresponding prices.",null
2916,right hotel short stay. conference fact attached mall makes convenient partner. Hotel provides amenities needed breakfast sumptuous. AirCond improved noisy especially middle night. staff friendly helpful. Even received personalised welcome card amenity General Manager.,null
2917,"Always enjoy staying hotel friendly staff vast selection breakfast buffet. hotel linked One Utama, convenient, need worry meal selection. tried Japanese restaurant named Kura hotel, food bad price wise ok. Highly recommend make reservation first going always almost full dinner time.",null
2918,Visited country still tight lockdown travelers hotel stay might think awful truly not. reason outstanding staff front desk bar staff room service . Loved personal touch reason alone back,null
2920,"College conducted Graduation ceremony Imperial Ballrooms whereby 3 Ballrooms combined. Due current SOP, Hotel Management manage event successfully complying SOP set Government. would like thank Ms. Cony, Ms. Aisyah, En. Azizan, Mr.Kenneth staffs ensured College function without issues. Manager Staffs professional Graduates Guests felt ease ambience Hotel made Graduation ceremony meaningful.",null
2921,"say best experience stay One World hotel. First all, checked early 12pm came another hotel. checked asked could get higher level could nice view. Since booked 17 nights upgraded booking deluxe room. check quick staff super lovely. told looking nice restaurant birthday next day, sent complimentary birthday cake birthday!! Breakfast nice lots options. loved roti canai condiments course nasi lemak. husband buffet dinners hotel impressed. seafood fresh lot options mains desserts yummy. last day checkout, visit hospital last treatment bit wait hospital. called let hotel know late half hour, gave 2pm checkout. good! location perfect next One Utama mall. staff friendly helpful. room clean, nice big. definitely stay One World hotel! Thank much making stay super amazing!",null
2922,"really wonderful time staying One World Hotel last weekend! Ms Amirah Mr Wong helpful beginning done amazing job coordinating & arranging group bookings managed fulfil last minute request well! booked Executive Deluxe rooms Junior Suite 2 nights, package came RM100 dining credit. Junior Suite package came afternoon tea set 2 pax unfortunately make busy wedding. Breakfast buffet great, plenty choices. Overall, family really enjoyed staying definitely return! :)",null
2923,"Stayed twin deluxe room level 11 facing sea view two nights. room quite standard, twin beds big enough fit 1 adult 1 kid, toilet bath tub, shower medium water flow pressure. view balcony breathtaking. hotel staffs pleasant attentive. Every time call room service housekeeping, entertained well. room service food acceptable. Kids like PBH nasi goreng cina lot. ordered 3 times room service. Oh yea, extra charges RM10 extra towel. However, breakfast buffet par. Nothing special all. Extra charges kids RM29 per pax, even kids took nasi lemak kosong telur rebus. worth. swimming pool new, think less 2 month old. old swimming pools renovated mini garden. Anyway, kids love pool mini slide since beach allowed swim. hotel located Pantai Batu Buruk. want street meals, walk only. Easy access get meals.",null
2924,"Location great, could easily walk need ride everyday. breakfast good. hotel sure bad seen better days little bit renovation going maybe they'll upgrade place day.",null
2925,"best worst hotels area, short homestay. positive place location. There's also ONE parking bay electric cars, one AC charger, ymmv. Rooms got 9th floor (I think refurbished?) clean, meticulously - there's still odd ant grey hair, etc places. Taller people might find bathroom low comfort. bother watching TV one channel clear everything else static-y watch long. Wi-Fi kind sad freely given unless specifically requested (so did), even then, enough doomscrolling soc med anything more. Breakfast also kinda meh. really spend money coming back stay, honest. is, felt like overpaid rooms.",null
2926,"Great staff team, hotel struggles keep developments around . food good serious need refurbishment good cleaning. Hotel seminars Government events many staff working since Day One.",null
