,State,Hotel,Year,Rating,Traveldate,Reviews,Username,Sentiment,Sentiment_score
2265,Johor,Hard Rock Hotel,2023,5,1/11/2023,"great time family beautiful hotel close beach. rooms spacious, clean, quiet well equipped. food mexican restaurant dined (The Elephant Butterfly) delicious Irfan helpful attentive allergies.",Julie F,Positive,0.488095238
2266,Johor,Hard Rock Hotel,2023,1,1/11/2023,Hard Rock stay overall disappointing. 5 star resort service. 2 nights atrocious sleep. first night rudely woken TV blasting music! rushed find TV remote pitch black. rude awakening middle night! Reception staff next morning explained forgot change setting TV comes automatically timed welcome new guests. Another night stay fire alarm went IÃÂd fallen fast asleep! approached reception said someone shower steamed room triggered fire alarm. much asking quiet room booking! CouldnÃÂt anything worse. Sessions restaurant food far standard. pizza lukewarm tasted nasty. kids salmon drenched cream making inedible. Personally IÃÂve never come across bad 5 star hotel decades global travel. room big cobweb asked cleaned wasnÃÂt done next day call day after. Rather sloppy. Also shower head loose one came fix either despite informing them. butterfly restaurant better food main restaurant. Ice cream milk shakes unavailable multiple occasions asked order. Quite sad really basics place. Life jackets kids pool mostly torn poor keep. trip would recommend hotel visit Desaru.,HappyExit9,Negative,-0.085996846
2267,Johor,Hard Rock Hotel,2023,5,1/11/2023,"opportunity visit, business meeting spent nights Hard Rock Hotel, Desaru. nice bed makes sleep good. nice situation makes away day nice. swimming pool view good. Despite situation, food nice. variety pastries makes breakfast really unjoyful.",sriyantahadi,Positive,0.400925926
2268,Johor,Hard Rock Hotel,2023,3,1/11/2023,"maybe expectation high based previous stay Penang Hardrock. Breakfast horrible, much selection cheap food, Hardrock standard used stay. believe short handed, everybody busy, staff attended beverage corner, waiting ages (asked wait) nobody appeared. Room basin tap leaking, telling 3 times housekeep, engineer, front desk still nobody come fix throughout 3 days stay. Engineer came 10pm suggested come next day coz kid needed sleep, may take time fix leaking tap, ended nobody came checked-out. Front desk line always busy, sometimes nobody pick time wait long someone pick line, guess short handed. Surprised see kids club pay, partially fault never research booking, didnt expect hotel charged high price still requested kids club paid enter. Swimming pool small everybody, really enjoy pool. everything fine, staffs nice.",yapteckkeong,Positive,0.056315789
2269,Johor,Hard Rock Hotel,2023,5,1/10/2023,"absolutely amazing time Hard Rock Hotel Desaru Coast. rooms spacious spotless, great dÃÂ©cor crisp bed sheets. food delicious, huge variety options! staff attentive went way ensure comfortable, especially Aien. Nothing much trouble.Other that, love place treatment, definitely go back.",Curiosity40959147247,Positive,0.363194444
2270,Johor,Hard Rock Hotel,2023,5,1/11/2023,"Overall good ???? enjoy vibe n staff , especially salman n rosli helpful n friendly ???? n thanks fnb staff elephants butterfly jiy , aizat ,thom , danial kid closely ???? come n enjoy ??",dh200798,Positive,0.296428571
2271,Johor,Hard Rock Hotel,2023,5,1/11/2023,wonderful trip Desaru glad chosen stay Hard Rock hotel. customer service superb. hard rock hotel given 5 stars max rate 6 STARS!. Receipt counter Mr Milan (if remembered correctly) knowledgeable guided even application unity card. hotel staff friendly always caring!!! U really ROCK IT!,Tang K,Positive,0.403738839
2272,Johor,Hard Rock Hotel,2023,1,1/11/2023,Hotel staff took 30min check us slow service staffs friendly bed cover pen ink it. Can't believe 5-star hotel. visit hotel future again.,wongk374,Positive,0.025
2273,Johor,Hard Rock Hotel,2023,5,1/11/2023,thankful Rachel Royalty Lounge went way make us comfortable. came 5 families lots noisy kids. Rachel extremely accommodating. Thank professional,Wing2305,Positive,0.125
2274,Johor,Hard Rock Hotel,2023,5,1/11/2023,Highly recommended vacation! Surely come back again! Great location & kids friendly Lots fun activities kids & adults Adventure waterpark best ever Excellent hospitality staffs,balan1086,Positive,0.521875
2275,Johor,Hard Rock Hotel,2023,5,1/11/2023,"one best stay hotel. Staff extremely friendly attentive. daughter enjoyed much well. birthday trip, able get cake, complimentary gift hard rock shop complimentary drinks restaurant.",zahidah1987,Positive,0.364814815
2276,Johor,Hard Rock Hotel,2023,5,1/11/2023,"room quite clean plenty space move in. personnel known kind welcoming demeanor. wide variety breakfast foods, taste delicious. significantly, waterpark offers wonderful time everyone visits.",Anita M,Positive,0.477380952
2277,Johor,Hard Rock Hotel,2023,4,1/11/2023,Good hospitality. Came birthday getaway treated room upgrade gifts. waterpark easily accessible blast. Good place family vacations. Would definitely recommend hotel.,feizalrazak,Positive,0.44375
2278,Johor,Hard Rock Hotel,2023,3,1/11/2023,"hotel nice, good bedroom, crowded, long queus. pool nice, music good, room confortably. restaurant ok, breakfast crowded, long queus. good experience, hotel misses misses activities.",Neliobb,Positive,0.4625
2279,Johor,Hard Rock Hotel,2023,5,1/11/2023,"Setback pool really tiny unlike hard rock hotel establishments. Morning buffet menu definitely much room improvement. Otherwise, perfect stay kids. Extremely convenient since connected water theme park. stay cant get better without lovely staffs lounge. Special shoutout Rachel extremely helpful making checking check-out pleasant. Thanks meticulous, Rachel. definitely gem hotel reason next return. :)",Zarah L,Positive,0.246343537
2280,Johor,Hard Rock Hotel,2023,4,1/10/2023,"room hotel environment clean comfortable, staff hotel nice ???? come recommend family friends come holiday Hard rock hotel desaru? water park also suitable us. place suitable family friends gathering enjoy.",Excursion20061361710,Positive,0.367857143
2281,Johor,Hard Rock Hotel,2023,4,1/11/2023,"Good - view waterpark frm room - service fast upon calling clean room balcony - check issues room ready - toilet spray n bidet - special treat given holiday (muruku) - live band night - express checkout - clown good way keep kids entertaino - buggy service available - assess water dispenser nearby - impress vending machine sells medicines coz lookin improve - corners room clean Eg: shelves slightly dusty, balcony floor upon wiping black dirt seen wipes, - breakfast time things mention Eg: kids cutleries top up. top wet wipe dry kids bowls sambal chili stains, breakfast q long fortunately got table fast enough, breakfast spread look like lot food double tray, lot kids food like non spicy food love deco syas kids corner",ct k,Positive,0.21409878
2282,Johor,Hard Rock Hotel,2023,5,1/11/2023,"family great time 3-night stay. Checking simple affair, rooms fantastic. Cleanliness ensured throughout, beds offered great comfort. In-room dining pretty decent varied. grown-ups enjoyed nightly live shows drinks, mornings, breakfast good. Kids loved pool especially kids' club, quickly became favourite destination them. Direct access water park awesome too.",Xadiq,Positive,0.420454545
2283,Johor,Hard Rock Hotel,2023,5,1/11/2023,"staffs friendly always quick act needs. help make trip comfortable one. Loved amenities available premise well - thereÃÂs cafe chill friends families without leave area. ThereÃÂs also kids club kids (4 years old older) play want free time hands. niece thoroughly enjoyed time wanted go every single day weÃÂre there. ThereÃÂs buggy service Westin Hotel access private beach. ThereÃÂs even station hard rock hotel towels beach need one! Since itÃÂs private beach, clean crowded. parasols weather gets hot.",Relax49272748427,Positive,0.237043651
2284,Johor,Hard Rock Hotel,2023,5,1/11/2023,"came visitors weÃÂre staying neighbouring hotel. Theres buggy service provided hence really convenient. Entry water park easily accessible too! here, definitely coming back stay. Staff really warm friendly. buffet dinner restaurant here. Aien really welcoming brought us table. Theres really good spread ages. Theres kid corner boy enjoyed much. Definitely planning stay Hard Rock soon. Thank Aien team impeccable service :)",Roving38435880785,Positive,0.307852564
2285,Johor,Hard Rock Hotel,2023,5,1/11/2023,"First excellent service staff hard rock hotel. Right bell boy, concierge, restaurant especially check staff Mr Hafiz. booked king size room due husband wheelchair bound Mr Hafiz offer assessable room wheelchair n allowing view room check in, greatly appreciate. requested guest service manager Ms Geraldine help show us room. Ms Geraldine gladly gave us tour room us r seniors booked room via Agoda complimentary ticket theme park unless u book directly fr hotel website told Ms Geraldine kind offer us pair tickets enjoy park husband wheelchair bound limited activities hotel, gesture v much appreciated. Hotel given staff much discretion wonderful guest. Thank u Geraldine Hafiz hard rock hotel . definitely back again.",Margaret L,Positive,0.269775132
2286,Johor,Hard Rock Hotel,2023,4,1/11/2023,"november 7, partner went session cafe dinner, little disappointing many items 86. service improvement suggestion, suggested server inform items 86 customer orders. However, really enjoyed it. Love it.",Shasya Iv,Positive,0.1425
2287,Johor,Hard Rock Hotel,2023,5,1/11/2023,"good. vibe great. staff like Aizat, Geraldine, Caroline, Atikah & Lydia attentive needs. Recommended business events. food good. hotel located waterpark. need go anywhere, shuttle provided.",Amar,Positive,0.65
2288,Johor,Hard Rock Hotel,2023,5,1/11/2023,"girlsÃÂ trip pleasant service given. Nigel super helpful minute entered. found rock music loud conversations promptly changed jazz volume lowered suit group. sat down, Nigel partner attentive number plates needed dish cake. needed help photo taking beyond helping us take videos. Overall, nice experience 8 us. Thank team. staff behind bar friendly accommodating group too.",Christine C,Positive,0.220679012
2289,Johor,Hard Rock Hotel,2023,2,1/10/2023,"span 3D2N, experienced 3 power trips least 2 occasions water pressure became low extend water showering halfway. Wanted raise feedback General Manager lapse unavailable feedback Guest Experience Manager - Mr. Mizan. told hold meeting resolve matter. Hopefully gets resolves future visits positive one.",MrDerrickGan,Positive,0.129545455
2290,Johor,Hard Rock Hotel,2023,5,1/9/2023,"recently unforgettable experience Rock Star lounge Level 6 Hard Rock Desaru, thanks exceptional service provided Adda, Rachel, Farhan, Safuan, Syaz, Rusyaidi, bartender Yusri. greeted us warmly, demonstrated exceptional knowledge menu, went beyond make us feel like rock stars. Bartender Yusri's cocktails outstanding, team's personal touch dedication ensuring experience perfect made evening truly special. commitment hospitality creating memorable moments commendable, highly recommend Rock Star lounge exceptional dining entertainment experience.",IWS,Positive,0.448113553
2291,Johor,Hard Rock Hotel,2023,5,1/10/2023,"Enjoyed facilities much. staff friendly helpful. Elya Sessions restaurant especially lovely two young children. Great, friendly service smile. Loved water park also.",177Mike,Positive,0.483333333
2292,Johor,Hard Rock Hotel,2023,4,1/10/2023,"Place quite quiet Monday night. Great choice Mexican cocktails, downside came quite late. Would loved try cocktails. Keep good work Danny! Thumbs up!!",Mohd A,Positive,0.366666667
2293,Johor,Hard Rock Hotel,2023,5,1/9/2023,"2nd stay got Club lounge . Staff amazing , thanks Saf & Siva (security team) surprise birthday celebration. guys def. asset company . lil minor defect room stayed #532: Basin draining super slow Toilet bowl draining system could better , foul smell since got found open chips bag ice bucket (frm previous guest) rectified instantly.",Heldamri B,Positive,0.098484848
2294,Johor,Hard Rock Hotel,2023,5,1/10/2023,Went HRH Desaru celebrate son 2nd birthday. Room - clean & cozy Staff - friendly helpful Common area - clean & spacious Pool - clean & comfortable Constant grind - sandwich good Breakfast - need improve taste Rock Shop - stuff really cool & helpful Music - really good espsecially classic rock & son really enjoy reggae playlist room. Overall fun & relaxing stay HRH Desaru.,Ahmad S,Positive,0.249479167
2295,Johor,Hard Rock Hotel,2023,5,1/10/2023,"great experience Elephant Butterfly poolside bar. Jiya attended us warm, genuine hospitality great service. Food drinks came really quickly too, helped lot managing cranky hungry kids waterpark visit. WeÃÂve many times definitely return again!",Melissa L,Positive,0.49047619
2296,Johor,Hard Rock Hotel,2023,5,1/10/2023,amazing food! Good service! definitely return beef fajitas! nacho also another recommend!I thought since hotel food live standards food mind blowing even presentation great love food here!,Nick T,Positive,0.531060606
2297,Johor,Hard Rock Hotel,2023,5,1/10/2023,"absolutely LOVE Hard Rock Desaru. ambiance service, tasteful dÃÂ©cor fun vibe, canÃÂt recommend hotel enough. stayed pricier hotels area, lovely also quiet rather boring night. ThatÃÂs everyone hangs Hard Rock decent bands playing live music donÃÂt charge Singapore prices F&B. attached water park fun kids hotel cool rock memorabilia display throughout. golfer, highly recommend stay play package Els Club, one best courses region. Catching ferry Singapore super easy hotel arrange shuttles guests golfers. ROCK ON!!",Tamra L,Positive,0.202359626
2298,Johor,Hard Rock Hotel,2023,5,1/10/2023,good. Cafe food staff friendly. lot food choose delicious. Kids friendly. Kuddos staff. Room services also good. satisfied. Definitely go again. ??????????,Venture09972133897,Positive,0.521428571
2299,Johor,Hard Rock Hotel,2023,5,1/10/2023,Danny good serving us friendly accommodating. ambiance chill relaxing. Waiting time food fast. However French fries served half cooked,Quest27272283600,Positive,0.221666667
2300,Johor,Hard Rock Hotel,2023,5,1/10/2023,"Stayed 2 nights family wonderful experience. Breakfast delicious dining experience great. crew friendly. Special thanks Sai, Alif, Eiya, Aikal, Yu En Chef Arif omelette station. Thank back",Winnie H,Positive,0.533163265
2301,Johor,Hard Rock Hotel,2023,5,1/10/2023,"love foods, room look wall painting really magnificent describes well. music also good, superbbb. IÃÂll come back bring family here. Thank Hard Rock Hotel Desaru Team. Please raise wages!!!!",Curious61358210325,Positive,0.297584635
2302,Johor,Hard Rock Hotel,2023,2,1/10/2023,Disgusting true! Room door closer ineffective - cleaning staff left room open twice Sun beds dirty / never wiped / scrubbed. poor training lack attention detail management.,MasterMariner00,Negative,-0.260416667
2303,Johor,Hard Rock Hotel,2023,5,1/10/2023,Great service !! Nizam Aien helpful always smile provide great service. breakfast food great variety. chef done great job always buffet line make sure food always ready. Well done !!,Explorer46024238451,Positive,0.644642857
2304,Johor,Hard Rock Hotel,2023,5,1/10/2023,"impressed service friendly staff. Sharing detail go beach recomend food hard rock cafe. Breakfast great !!! Good food variety . Kudos Alif , aikal elya well done keep up.",Nelson L,Positive,0.556666667
2305,Johor,Hard Rock Hotel,2023,4,1/10/2023,"rooms nice, neat clean. room near carpark convenient us also move around area. adventure water park enjoyable kids. disappointment 1 entry family 3D2N stay, given least 2 entries.",Daydream316051,Positive,0.111111111
2306,Johor,Hard Rock Hotel,2023,5,1/10/2023,"hotel perfect condition, rooms quite big comfortable. kids hotel dram water park next (ticket include hotel price) Every details well thought lot attentions guest.",gregory_Jean_81,Positive,0.35
2307,Johor,Hard Rock Hotel,2023,5,1/10/2023,friendly helpful staff. Imam Sessions Restaurant superb made sure food served perfection. Overall nice experience. Pity hotel beach views.,FahimO,Positive,0.395833333
2308,Johor,Hard Rock Hotel,2023,5,1/10/2023,"food delicious, place nice service great. Especial thanks go Jiya hospitality support selecting dinner. Never forgotten. Thanks lot",Wander51014472084,Positive,0.56
2309,Johor,Hard Rock Hotel,2023,5,1/10/2023,"facility fantastic, room comfy loved music. hosting staff friendly. kids wonderful time water park accessed hotel directly. beach beautiful. kids loved kids club requested go back again. Live band evening fantastic. bit disappointing: food choice restaurants quite limited, house keeping slow (we requested 2 times water park visit - came back room still unkept). Management take care manning level.",Ellen G,Positive,0.26356679
2310,Johor,Hard Rock Hotel,2023,5,1/10/2023,Food @ Elephant & Butterflies so-so (was little weird Mexican food lacked oomph tasted like ÃÂChinese MexicanÃÂ - mushroom quesadilla abalone straw mushrooms! ?? ) service crew great! Hilmi team took good care us kids marvellous time pool!,Joe L,Positive,0.2375
2311,Johor,Hard Rock Hotel,2023,5,1/10/2023,"Love spa session. Good amenities well maintained waterpark. ItÃÂs birthday holiday trip, decorated room nicely, birthday cake, balloons presents. Thanks Hard Rock Desaru! definitely come",Paradise02841302877,Positive,0.272569444
2312,Johor,Hard Rock Hotel,2023,5,1/10/2023,hotel staff warmth welcoming.. always felt easy approaching them... Tip top customer always smiling helpful... even got free upgrade daughther birthday.... definetly come back family...,Wander16291772617,Positive,0.266666667
2313,Johor,Hard Rock Hotel,2023,5,1/10/2023,Came dinner celebration Sessions entertained staff named Aien..was impressed hospitality got nice surprise band performing birthday song well nice gesture definitely recommend everyone come enjoy create wonderful memories.,Trip07880388877,Positive,0.6
2314,Johor,Hard Rock Hotel,2023,5,1/10/2023,"Excellent service Nizam restaurant. knowledgeable menu.good recommendations. great attendance, prompt, pleasant gracious. food quality good. Would recommend service",Veronique A,Positive,0.808333333
2315,Johor,Hard Rock Hotel,2023,5,1/10/2023,"""Alif's friendliness helpfulness truly exceptional, worth mentioning entire team displayed level warmth hospitality. provided us excellent recommendations also made process selecting drinks seamless enjoyable experience. evident dedicated ensuring visit memorable every way.""",Yan Y,Positive,0.414583333
2316,Johor,Hard Rock Hotel,2023,5,1/10/2023,Hotel amazing team gave us friendly support. Close hotel water park also take shuttle beach Desaru Coast. Inside room there's lot amenities.,Voyager15472475156,Positive,0.4875
2317,Johor,Hard Rock Hotel,2023,4,1/10/2023,"Everyone attentive, happy fun Brazilians. hotel workers mainly NIGEL, FAHMI,NATRA,ALIFF, IMAM, BELLA AEIN. service good, water park well organized, shows fun.",Departure63526486776,Positive,0.444444444
2318,Johor,Hard Rock Hotel,2023,5,1/10/2023,experience one best. writers kindest(especially Nigel) vibe hotel greatest. really want come back asap!The food good. mexican restaurant also good.,Camper62578555232,Positive,0.514285714
2319,Johor,Hard Rock Hotel,2023,5,1/10/2023,good time family Hard Rock Desaru Coast. staff diligent accommodating. Alif F&B whole staff Children Play-area made difference toddler. Thanks.,Govind W,Positive,0.202083333
2320,Johor,Hard Rock Hotel,2023,5,1/10/2023,"Great time family Hard Rock Hotel. Hanging Sessions great food, great music, great service, great people! Shout Nizam waiter amazing!!! ?????????? definitely come again!",SR,Positive,0.613541667
2321,Johor,Hard Rock Hotel,2023,5,1/10/2023,"Like decorations items yge hotel much, many guitars around. Friendly staff, great facilities Amenities. high light band, cool. enjoy stayed hard rock hotel.????",jaypakin76,Positive,0.336666667
2322,Johor,Hard Rock Hotel,2023,5,1/10/2023,got pedi medi spa person nice really knew doing. happy results. Everything extremely smooth relaxing. Thank you!!,Connector59360492737,Positive,0.55625
2323,Johor,Hard Rock Hotel,2023,4,1/10/2023,"Great escape city life work. Quiet tranquil. Still within access food drinks. Room clean upon request, away main building away noises. Recyclable bottles provided. Good environment.",Darthdee28,Positive,0.406666667
2324,Johor,Hard Rock Hotel,2023,4,1/10/2023,Nice faculties good location. Access beach water park easy. Food little disappointing chose eat elsewhere. Staff excellent experience worthwhile. good value money lots wouldnÃÂt stay longer 2 nights little isolated town,NMM,Positive,0.328703704
2325,Johor,Hard Rock Hotel,2023,5,1/10/2023,Excellent room service. Overall great vibes music hotel! First time staying Hard Rock Hotel definitely great experience. Also bonus water theme park next door convenience walking over!,D6500VIed,Positive,0.394047619
2326,Johor,Hard Rock Hotel,2023,5,1/10/2023,"love environment allows family unwind. Also love warm staff especially Bella Sessions Restaurant. engaged kids well make happy giving strawberry ice-cream dinner. quite memorable kids first time given choice choose like also complimentary :) return home, keep thinking go back HR :)",Aaron Y,Positive,0.404545455
2327,Johor,Hard Rock Hotel,2023,4,1/10/2023,"enjoy music vibe hotel well lounge facilities. Good hotel family young kids too, location next Waterpark. Hotel gives flexibility hotelÃÂs guest water park multiple times. definitely come back!",adrinmudjadi,Positive,0.171428571
2328,Johor,Hard Rock Hotel,2023,5,1/10/2023,"stayed particular brand/chain hotel booked open mind given numerous good reviews. Much delight disappointed. property adjacent water park huge convenience, especially access directly park. particular stay made much pleasing F&B staff Sessions outlet. Every job done smile terrific spirit. test effective outlet handles breakfast crowd. amazingly efficient little queuing even peak periods. spread equally good. Compliments Yu En team especially Iewan, Aien Bella. individuals extremely friendly engaging makes stay far enjoyable one. young daughters loved enjoyed stay. Thank memorable experience.",Dekbo88,Positive,0.245032051
2329,Johor,Hard Rock Hotel,2023,5,1/10/2023,Awesome celebrate son wife's birthday. Got Studio Suit Gold 2 rooms 2 floors plunge pool. Fabulous buffet Rock Royalty lounge. Borrowed Fender electric guitar set vinyls make super memorable weekend.,Dr Hishamuddin B,Positive,0.558333333
2330,Johor,Hard Rock Hotel,2023,5,1/10/2023,"family extremely enjoyable experience Rock Royalty Lounge. staff lounge helpful friendly, Syaz, Adda, Rusyaidi, Rachel, Safuan, Yusri. would like extend special thanks Adda, Syaz, Rusyaidi wonderful hosts. family really enjoyed definitely return stay again.",Jacoraki,Positive,0.418877551
2331,Johor,Hard Rock Hotel,2023,5,1/10/2023,"staff exceptional. name few, Nigel also guy likes Muse, Nizami. kind welcoming outgoing made feel home hotel. rented guitar, Nigel made process easy. Also, Muse guy helped ice cream. all, stay satisfactory due kind employees services.",DayTrip02177506667,Positive,0.329166667
2332,Johor,Hard Rock Hotel,2023,5,1/10/2023,staff extremely friendly polite. pleasant speak positive experience them. One member staff particular exceptional duties. Nigel exceptionally friendly made stay enjoyable.,Resort42188172020,Positive,0.434848485
2333,Johor,Hard Rock Hotel,2023,5,1/10/2023,Great experience. Rooms spacious clean. Stayed night welcome team friendly staff . would like thank especially Nigel went extra mile make birthday extra special.. Thank all!,Tour50636335282,Positive,0.348511905
2334,Johor,Hard Rock Hotel,2023,5,1/10/2023,"times event,everything went well smoothly excellent service F&B team Mr.Aizat,he friendly attentive.Its good experience??Rate 10/10!!! super nice!",Navigator29646067798,Positive,0.691666667
2335,Johor,Hard Rock Hotel,2023,5,1/10/2023,"event quite times, everythg vry smooth perfect! Especially one assist us, Mr Aizat F&B team. super attentive & provide prompt quality services throughout whole event! ???? Rating 10/10!!!",Charmaine K,Positive,0.436935764
2336,Johor,Hard Rock Hotel,2023,5,1/10/2023,"best service Rafizal Grind. warm, friendly, easy talk to. top that, also accomodating. wanted tuna mesh sandwich last tuna sandwich went person front us, leaving us 1 option wrap. observed that, initated swap chicken strip tuna sandwiches cost slightly different ingredients. simple gesture made day. Thank Rafizal. :)",Fearless08371882834,Positive,0.280833333
2337,Johor,Hard Rock Hotel,2023,4,1/8/2023,Great breakfast spread easy access waterpark! Check crowded staff pleasant. turntable rental service nice touch wish choices / bigger library choose from.,YL F,Positive,0.535
2338,Johor,Hard Rock Hotel,2023,5,1/10/2023,"Nestled eastern tip west Malaysia perfect weekend getaway families kids be! living actors, little red dot, easy leisure drive tuas checkpoint hotel fabulous activities kids connecting water theme park beside .",Steven C,Positive,0.329166667
2339,Johor,Hard Rock Hotel,2023,4,1/10/2023,"next adventure coast, convenient esp guests allowed multiple entries within day park ( tickets) food wise, hotel limited restaurants need drive go nearby town food . times could hassle especially tired adventure park. happy provision flask free usage refill water corridor. However better water cold. happy stay.",Coolnymph,Positive,0.172857143
2340,Johor,Hard Rock Hotel,2023,5,1/10/2023,"First day time HR Desaru. Awesome hotel. Pool etc really cool. Food amazing two different restaurants. Stand service. good. Thanks guys. Special mention Eiwan, dinner host Sessions. Went way ensure evening perfect every way.",Mark,Positive,0.495238095
2341,Johor,Hard Rock Hotel,2023,4,1/10/2023,"stay HRHDC weekdays 2 nights. ItÃÂs first stay Desaru Coast area. Hotel busy all. Check-in 6th floor (exec lounge) flawless. lounge, Ms. Syaz & Mr. Rudy taking care us well there. Kudos hotel staff lounge. think every hotel room music movie channel, love 80 & 90ÃÂs retro music channel ..Awesome!! Hotel location next water park, highly recommended family young children. last one, thumbs concierge service helping us explain surrounding DC area, theyÃÂre accurate Google :)) Ps. Desaru coast clean, went early morning, itÃÂs refreshing.",Nikki L,Positive,0.327532051
2342,Johor,Hard Rock Hotel,2023,4,1/10/2023,"Rooms spacious comfortable. Staffs friendly helpful. Food quality good. Love rock music resort makes place really chill in. weekday, love benefit uncrowded resort!",Yvontz Tan,Positive,0.466666667
2343,Johor,Hard Rock Hotel,2023,5,1/10/2023,booked 4 rooms family. Kids approved. Thank free admission waterpark. Kids loves it. girl doesnt want leave water park.Food great. Staycation awesome. great time.,Eki M,Positive,0.75
2344,Johor,Hard Rock Hotel,2023,5,1/10/2023,Good vibes ! Cleanliness awesome. Room neat tidy. Choices food dinner bit limited. Waterpark ticket spot light. kids fun enjoy whole day. Thanks warm greeting upon check check out.,Jefri1985,Positive,0.450357143
2345,Johor,Hard Rock Hotel,2023,5,1/10/2023,"one family 6 - couple, 2 kids (ages 11, 6) 2 seniors (75+). Spent two nights Hard Rock Desaru. arrived early (much earlier check time) planning go water park check in. booked two rooms different categories. arrival - pleasant surprise - rooms ready + connecting rooms. Seldom happen hotel (without request customer) gives us connecting rooms. shows hard rock paying attention customers. water park adjoining property staying gets multiple access day super convenient. One day spent water park second day planning done help helpful concierge desk. asked recommendations saw group kids - made perfect suggestions. explored mini zoo, fruit farm also firefly tour. nice experiences. Food service hotel top notch. Pool nice. kids loved underwater music :) ate multi cuisine restaurant Mexican restaurant. special thank Irfan Mexican restaurant making right recommendations order food delicious. also walked beach across road hard rock beach pristine. Overall everything great - front desk, concierge, pool, food, location. Hard Rock truly rocked us!",npraikar,Positive,0.232220018
2346,Johor,Hard Rock Hotel,2023,5,1/10/2023,"atmosphere great. highly recommend hotel terms food, rooms cleanliness. amazing service great. Special thanks music band (vnez.id)in hotel. nicest people met. enjoyed time evening everything hoped would come order listen singing.,",Mohamad E,Positive,0.488163265
2347,Johor,Hard Rock Hotel,2023,4,1/10/2023,Nice clean resorts. Staffs friendly. Adventure water park definitely must visit family. Breakfast great variety choice. Swimming pool fantastic gym good too. return sure.,eddycsfoo,Positive,0.467708333
2348,Johor,Hard Rock Hotel,2023,1,1/10/2023,"wife's anniversary book naughty nice package. reach told naughty n nice package. Normal room 1200rm. paid 1700rm room. Hence, speaking manager support customer make pleasant experience us. anniversary spoiled. sure call check checking in.",Flyer55796303172,Positive,0.326190476
2349,Johor,Hard Rock Hotel,2023,5,1/9/2023,"reading reviews hotel live experience book 3 days 2 nights stay. Superb facilities, kids friendly super great service. Bed good could better better mattress. Room size fabulous, enough size couple 3 kids travel husband wife. friends came visit jb well tempted stay 1 night even thought visiting. Must nelayan restaurant seafood food Hotel great well, burger, nachos fries. definitely visit",Herman R,Positive,0.462058081
2350,Johor,Hard Rock Hotel,2023,3,1/10/2023,"food good, housekeeping staff super inconsistent cleaning. One even threw away kid's animal balloon - would even that? Probably stay again. Also, absolutely incomprehensible time ordered drink (during live band session) follow least 3-4 times actually get drink. lazy staff there? Another incident hot water asked engineer. came take look said he'll back 5 mins never came back. call front reception 3 times even went ask engineer was. sent another engineer finally got fixed. first engineer said going come back give up? Ridiculous.",Arutha,Positive,0.072424242
2351,Johor,Hard Rock Hotel,2023,2,1/10/2023,"went Hard Rock Bali Penang desaru dont feel good Penang Bali. vibes around area. Inside also much (even weekend). Beach 5 min away however provide good buggy service. Please remind spash water park access book direct website. book 3rd party, need pay extra annoying",idr0es,Positive,0.076041667
2352,Johor,Hard Rock Hotel,2023,5,1/10/2023,"Best gate away place? HRH Desaru coast must visit.. c.in , rooms breakfast fantastic... Mexican restaurant super good, breakfast cant deny anything flawless. whole team super helpful stay. Keep good job! Amazing Team .",vivianleronnie,Positive,0.544166667
2353,Johor,Hard Rock Hotel,2023,4,1/10/2023,Place well maintained nice Water park excellent kids! Came great time crowded Room thermostat wasnÃÂt working tho. Freezing night 38 degrees.,Johann T,Positive,0.8
2354,Johor,Hard Rock Hotel,2023,5,1/10/2023,"great time Elephant Butterfly pool side restaurant. Mr. Hilmi teams delivers extra ordinary services sense hospitality. always attentive responsive needs, overwhelming dinner session. Well done best Elephant &Butterfly team",SL L,Positive,0.408333333
2355,Johor,Hard Rock Hotel,2023,5,1/10/2023,"Kudos Nigel Aliff. celebrating child's birthday Sessions difficulty lighting candles. Nigel saw us brought sparkle kid's cake. added spark definitely highlights celebration. Really appreciate extra efforts Nigel, Aliff team sing birthday song sparkle candle!",Fearless18460939114,Positive,0.066666667
2356,Johor,Hard Rock Hotel,2023,5,1/10/2023,Hard Rock sure rock every way!!! staff concierge reception housekeeping including house spa masseuse Rose excellent. Highlight trip included meeting head chef Halim Session prepared special meal request due special requirements. Iman staff restaurant attentive helpful vision impaired friend appreciative. Thank wonderful stay hotel.,Swee Ee S,Positive,0.487418155
2357,Johor,Hard Rock Hotel,2023,5,1/10/2023,Hotel best desaru. Breakfast superb. Direct access water theme park. Hotel staffs friendly helpful. Definitely recommend family friends stay here. Room clean & tidy,Muhamad H,Positive,0.491666667
2358,Johor,Hard Rock Hotel,2023,5,1/10/2023,second time come hard rock hotel desaru..service care Mr. eiwan good...the service good..my family like Mr. eiwan's service..we come again..hard rock fun place calm mind. . room nice clean..thank,Mr rodney,Positive,0.181666667
2359,Johor,Hard Rock Hotel,2023,5,1/9/2023,"kids friendly hotel. Direct access water themepark. Cool cafe reasonable price. Toy shop kids. Kids friendly pool. provide life jacket kids too. lastly, breakfast spread superb! Best hotel ever! Repeat visit sure????",azyani82,Positive,0.433333333
